id	nombre	pais	region	latitud	longitud	anio_construccion	estilo_arquitectonico	tipo_material	estado_actual	visitantes_anuales	patrimonio_unesco
IRD-00638	Ale_00638	Alemania	Baviera	50.86081	8.0523	1517	Renacentista	Roca	En ruinas	23814	False
IRD-00639	Ale_00639	Alemania	Sajonia	50.8008	14.53057	1610	Renacentista	Roca	Parcialmente restaurado	187739	False
IRD-00640	Ale_00640	Alemania	Sajonia	47.43026	6.20982	1228	Gotico / Renacentista	Roca	Parcialmente restaurado	206563	False
IRD-00641	Ale_00641	Alemania	Sajonia	52.90535	14.14116	1782	Neogotico	Mamposteria	Parcialmente restaurado	46560	False
IRD-00642	Ale_00642	Alemania	Sajonia	52.18772	6.65019	1455	Medieval / Neogotico	Mixto	Restaurado	178856	False
IRD-00643	Ale_00643	Alemania	Brandenburgo	51.7785	9.73954	1197	Gotico / Renacentista	Piedra y ladrillo	Restaurado	102501	False
IRD-00644	Ale_00644	Alemania	Renania	48.324	12.71274	1608	Barroco	Piedra y ladrillo	Restaurado	91875	False
IRD-00645	Ale_00645	Alemania	Hesse	52.98413	13.94704	1705	Neogotico	Roca	En ruinas	62900	False
IRD-00646	Ale_00646	Alemania	Baviera	53.57313	6.96311	1322	Medieval	Piedra y ladrillo	En ruinas	129164	True
IRD-00647	Ale_00647	Alemania	Baden-Wurtemberg	48.33004	9.60751	1720	Neogotico	Mamposteria	En ruinas	25995	False
IRD-00648	Ale_00648	Alemania	Renania	51.98704	11.72346	1151	Gotico	Ladrillo	Restaurado	107306	False
IRD-00649	Ale_00649	Alemania	Baden-Wurtemberg	53.50518	8.44605	1670	Renacentista	Ladrillo	En ruinas	27992	False
IRD-00650	Ale_00650	Alemania	Hesse	48.09476	6.66233	1665	Renacentista	Piedra	Restaurado	413519	False
IRD-00651	Ale_00651	Alemania	Brandenburgo	53.89992	9.00197	1144	Romanico	Piedra y ladrillo	Parcialmente restaurado	25248	False
IRD-00652	Ale_00652	Alemania	Brandenburgo	51.91349	8.24779	1388	Medieval / Neogotico	Piedra y ladrillo	Museo	58034	False
IRD-00653	Ale_00653	Alemania	Sajonia	53.69978	8.27829	1173	Medieval	Mixto	Museo	70587	False
IRD-00654	Ale_00654	Alemania	Baden-Wurtemberg	50.21846	10.03706	1436	Gotico / Renacentista	Piedra	Museo	57426	False
IRD-00655	Ale_00655	Alemania	Baviera	50.14609	11.85877	1469	Medieval	Roca	En ruinas	17408	False
IRD-00656	Ale_00656	Alemania	Sajonia	48.85086	9.8403	1288	Gotico	Ladrillo	Residencia privada	19493	False
IRD-00657	Ale_00657	Alemania	Hesse	52.60693	8.70946	1309	Medieval	Roca	Restaurado	31309	False
IRD-00658	Ale_00658	Alemania	Sajonia	54.39713	6.53413	1117	Medieval / Neogotico	Piedra	En ruinas	26256	False
IRD-00659	Ale_00659	Alemania	Brandenburgo	48.99795	9.26112	1103	Romanico	Piedra y ladrillo	Restaurado	85924	False
IRD-00660	Ale_00660	Alemania	Baden-Wurtemberg	50.01589	11.73052	1126	Romanico	Roca	En ruinas	74897	False
IRD-00661	Ale_00661	Alemania	Sajonia	48.00892	11.52635	1522	Renacentista	Roca	En ruinas	110531	False
IRD-00662	Ale_00662	Alemania	Brandenburgo	49.47753	7.91705	1412	Gotico / Renacentista	Mamposteria	Parcialmente restaurado	25300	False
IRD-00663	Ale_00663	Alemania	Sajonia	53.05161	10.5045	1207	Medieval	Ladrillo	Residencia privada	59121	False
IRD-00664	Ale_00664	Alemania	Baviera	54.87724	7.98642	1272	Gotico / Renacentista	Mixto	Museo	67914	False
IRD-00665	Ale_00665	Alemania	Hesse	49.54324	6.08338	1255	Romanico	Piedra	Restaurado	141433	False
IRD-00666	Ale_00666	Alemania	Renania	48.06957	14.88625	1702	Barroco	Ladrillo	En ruinas	64848	False
IRD-00667	Ale_00667	Alemania	Renania	54.50545	8.61788	1220	Gotico	Piedra	Museo	114618	False
IRD-00668	Ale_00668	Alemania	Renania	48.93806	7.93314	1603	Neogotico	Ladrillo	Restaurado	134753	False
IRD-00669	Ale_00669	Alemania	Sajonia	48.91212	11.97429	1210	Gotico	Roca	Restaurado	188344	False
IRD-00670	Ale_00670	Alemania	Baviera	48.06676	8.30417	1619	Renacentista	Mamposteria	Restaurado	27518	False
IRD-00671	Ale_00671	Alemania	Baviera	48.34416	9.37057	1350	Medieval / Neogotico	Piedra y ladrillo	Museo	360888	True
IRD-00672	Ale_00672	Alemania	Brandenburgo	52.31791	9.98368	1208	Gotico	Piedra	En ruinas	132850	False
IRD-00673	Ale_00673	Alemania	Baviera	52.53376	12.28276	1388	Gotico / Renacentista	Piedra y ladrillo	En ruinas	53815	False
IRD-00674	Ale_00674	Alemania	Baviera	53.38244	14.21148	1657	Renacentista	Mixto	En ruinas	188954	False
IRD-00675	Ale_00675	Alemania	Brandenburgo	52.51297	14.20459	1123	Romanico	Piedra	Restaurado	43750	False
IRD-00676	Ale_00676	Alemania	Sajonia	47.43688	15.23253	1744	Barroco	Ladrillo	Museo	91140	False
IRD-00677	Ale_00677	Alemania	Hesse	48.54141	7.22618	1661	Renacentista	Mamposteria	Residencia privada	49208	False
IRD-00678	Ale_00678	Alemania	Baden-Wurtemberg	50.65384	9.12769	1527	Gotico / Renacentista	Ladrillo	Restaurado	30603	False
IRD-00679	Ale_00679	Alemania	Renania	51.17241	7.18415	1380	Gotico	Mixto	Restaurado	37095	False
IRD-00680	Ale_00680	Alemania	Hesse	54.48661	10.34207	1405	Medieval	Piedra	Restaurado	85774	False
IRD-00681	Ale_00681	Alemania	Brandenburgo	50.46272	11.08765	1107	Romanico	Ladrillo	En ruinas	63746	False
IRD-00682	Ale_00682	Alemania	Sajonia	54.41526	15.13956	1521	Gotico / Renacentista	Mamposteria	En ruinas	65503	False
IRD-00683	Ale_00683	Alemania	Hesse	48.14251	11.50838	1656	Neogotico	Roca	Museo	119121	False
IRD-00684	Ale_00684	Alemania	Renania	47.66058	7.46795	1386	Gotico / Renacentista	Mixto	Restaurado	308886	False
IRD-00685	Ale_00685	Alemania	Sajonia	47.69574	8.88059	1517	Gotico / Renacentista	Mixto	Restaurado	139657	True
IRD-00686	Ale_00686	Alemania	Baden-Wurtemberg	54.50112	12.4572	1790	Neogotico	Ladrillo	Residencia privada	69321	False
IRD-00687	Ale_00687	Alemania	Baviera	47.19233	11.07433	1699	Neogotico	Piedra y ladrillo	Parcialmente restaurado	437282	False
IRD-00688	Ale_00688	Alemania	Hesse	47.44565	7.22763	1803	Neogotico	Mamposteria	Parcialmente restaurado	585662	False
IRD-00689	Ale_00689	Alemania	Renania	47.83005	8.80651	1056	Romanico	Piedra y ladrillo	Parcialmente restaurado	216777	False
IRD-00690	Ale_00690	Alemania	Baviera	54.16581	6.27497	1420	Gotico	Mamposteria	En ruinas	32533	False
IRD-00691	Ale_00691	Alemania	Brandenburgo	53.37316	9.21082	1514	Renacentista	Roca	Restaurado	10752	True
IRD-00692	Ale_00692	Alemania	Brandenburgo	48.45651	10.8722	1126	Medieval / Neogotico	Mamposteria	Museo	61841	False
IRD-00693	Ale_00693	Alemania	Hesse	48.95318	10.27604	1403	Gotico / Renacentista	Ladrillo	En ruinas	54627	False
IRD-00694	Ale_00694	Alemania	Renania	52.74534	7.18201	1134	Medieval	Ladrillo	Restaurado	24642	False
IRD-00695	Ale_00695	Alemania	Sajonia	53.6996	9.0684	1653	Renacentista	Ladrillo	En ruinas	19511	False
IRD-00696	Ale_00696	Alemania	Brandenburgo	47.85129	13.80665	1150	Gotico	Piedra	Restaurado	151662	False
IRD-00697	Ale_00697	Alemania	Sajonia	48.53806	8.93996	1552	Renacentista	Ladrillo	Museo	546282	False
IRD-00698	Ale_00698	Alemania	Brandenburgo	47.02167	14.07449	1218	Medieval	Ladrillo	Restaurado	85194	False
IRD-00699	Ale_00699	Alemania	Baden-Wurtemberg	49.22614	9.75647	1227	Gotico / Renacentista	Mixto	Museo	13574	False
IRD-00700	Ale_00700	Alemania	Baden-Wurtemberg	47.95217	6.65481	1775	Barroco	Piedra	Parcialmente restaurado	48607	False
IRD-00701	Ale_00701	Alemania	Sajonia	47.71653	12.79596	1583	Renacentista	Piedra y ladrillo	En ruinas	22603	False
IRD-00702	Ale_00702	Alemania	Brandenburgo	54.81165	15.06933	1423	Medieval	Piedra	Restaurado	120985	False
IRD-00703	Ale_00703	Alemania	Renania	49.13436	10.8063	1423	Medieval / Neogotico	Mixto	Museo	241500	False
IRD-00704	Ale_00704	Alemania	Renania	52.08506	15.43296	1779	Barroco	Ladrillo	Restaurado	21052	False
IRD-00705	Ale_00705	Alemania	Baden-Wurtemberg	50.55347	7.302	1326	Medieval	Mamposteria	En ruinas	152045	False
IRD-00706	Ale_00706	Alemania	Baviera	47.83532	11.40534	1719	Barroco	Ladrillo	Restaurado	179270	False
IRD-00707	Ale_00707	Alemania	Hesse	47.01661	8.47673	1010	Romanico	Mixto	Museo	420139	False
IRD-00708	Ale_00708	Alemania	Renania	50.59415	8.81623	1896	Neogotico	Mamposteria	Restaurado	166893	False
IRD-00709	Ale_00709	Alemania	Baviera	51.43184	8.83057	1690	Barroco	Mixto	Museo	108168	False
IRD-00710	Ale_00710	Alemania	Sajonia	47.31006	10.74571	1201	Gotico	Piedra	En ruinas	118210	False
IRD-00711	Ale_00711	Alemania	Baden-Wurtemberg	52.1117	6.77375	1842	Neogotico	Ladrillo	Restaurado	45206	False
IRD-00712	Ale_00712	Alemania	Baden-Wurtemberg	54.01702	11.0178	1464	Gotico	Roca	Parcialmente restaurado	49115	False
IRD-00713	Ale_00713	Alemania	Hesse	52.93839	12.10949	1727	Neogotico	Ladrillo	Museo	44172	False
IRD-00714	Ale_00714	Alemania	Hesse	53.67979	12.74834	1296	Gotico / Renacentista	Piedra	Residencia privada	22387	False
IRD-00715	Ale_00715	Alemania	Baden-Wurtemberg	49.7277	15.47789	1163	Medieval	Roca	Residencia privada	128455	False
IRD-00716	Ale_00716	Alemania	Brandenburgo	47.17316	6.87189	1487	Gotico / Renacentista	Piedra y ladrillo	Parcialmente restaurado	99840	False
IRD-00717	Ale_00717	Alemania	Sajonia	54.85986	14.66228	1683	Neogotico	Piedra y ladrillo	Restaurado	199493	False
IRD-00718	Ale_00718	Alemania	Baden-Wurtemberg	50.7522	14.82128	1113	Romanico	Mamposteria	En ruinas	84392	False
IRD-00719	Ale_00719	Alemania	Brandenburgo	54.31101	15.31993	1817	Barroco	Roca	Parcialmente restaurado	20606	True
IRD-00720	Ale_00720	Alemania	Hesse	48.00201	12.22734	1293	Gotico	Roca	Restaurado	180299	False
IRD-00721	Ale_00721	Alemania	Hesse	50.5923	10.36339	1754	Barroco	Mixto	En ruinas	20413	False
IRD-00722	Ale_00722	Alemania	Baviera	51.40457	7.82868	1799	Barroco	Piedra y ladrillo	Parcialmente restaurado	74296	True
IRD-00723	Ale_00723	Alemania	Sajonia	51.11219	11.75466	1248	Romanico	Roca	En ruinas	73163	False
IRD-00724	Ale_00724	Alemania	Sajonia	48.50586	7.75036	1831	Neogotico	Roca	Restaurado	43513	True
IRD-00725	Ale_00725	Alemania	Brandenburgo	48.62283	15.48403	1222	Gotico	Piedra	En ruinas	126383	False
IRD-00726	Ale_00726	Alemania	Hesse	52.40185	7.95588	1554	Renacentista	Piedra y ladrillo	Parcialmente restaurado	242459	False
IRD-00727	Ale_00727	Alemania	Baviera	53.8688	15.14596	1152	Romanico	Mixto	Restaurado	11651	False
IRD-00728	Ale_00728	Alemania	Baden-Wurtemberg	52.62622	13.92735	1599	Renacentista	Roca	En ruinas	153583	False
IRD-00729	Ale_00729	Alemania	Sajonia	52.12358	8.98454	1266	Gotico	Mamposteria	Residencia privada	112529	False
IRD-00730	Ale_00730	Alemania	Brandenburgo	51.96981	6.45675	1623	Barroco	Ladrillo	Museo	31777	False
IRD-00731	Ale_00731	Alemania	Renania	52.16742	8.21235	1370	Medieval / Neogotico	Piedra	En ruinas	58379	False
IRD-00732	Ale_00732	Alemania	Hesse	50.24377	15.34885	1102	Romanico	Piedra	En ruinas	214481	False
IRD-00733	Ale_00733	Alemania	Renania	50.66244	8.46014	1175	Gotico	Piedra	Restaurado	119428	False
IRD-00734	Ale_00734	Alemania	Sajonia	51.36535	12.49776	1127	Medieval / Neogotico	Roca	Restaurado	78089	False
IRD-00735	Ale_00735	Alemania	Brandenburgo	47.74414	7.36675	1229	Gotico	Ladrillo	En ruinas	49986	False
IRD-00736	Ale_00736	Alemania	Hesse	48.57746	6.9273	1517	Renacentista	Mamposteria	Restaurado	23706	False
IRD-00737	Ale_00737	Alemania	Baviera	49.92719	8.17924	1577	Renacentista	Mamposteria	Parcialmente restaurado	158358	False
IRD-00738	Ale_00738	Alemania	Baviera	50.39827	9.24661	1243	Romanico	Mixto	En ruinas	53608	False
IRD-00739	Ale_00739	Alemania	Baden-Wurtemberg	52.49343	8.31434	1451	Renacentista	Piedra y ladrillo	Restaurado	79577	False
IRD-00740	Ale_00740	Alemania	Hesse	50.44114	10.15877	1488	Medieval	Piedra	Restaurado	82484	False
IRD-00741	Ale_00741	Alemania	Renania	48.39825	14.31006	1249	Gotico	Ladrillo	Restaurado	75574	False
IRD-00742	Ale_00742	Alemania	Brandenburgo	52.75511	6.26715	1859	Barroco	Ladrillo	En ruinas	123102	False
IRD-00743	Ale_00743	Alemania	Renania	52.21825	9.84937	1701	Neogotico	Roca	En ruinas	51385	False
IRD-00744	Ale_00744	Alemania	Sajonia	54.32651	10.77732	1582	Renacentista	Mixto	Residencia privada	28288	False
IRD-00745	Ale_00745	Alemania	Baden-Wurtemberg	48.30983	8.84452	1713	Neogotico	Mamposteria	Museo	31077	False
IRD-00746	Ale_00746	Alemania	Baden-Wurtemberg	54.85107	11.98199	1328	Gotico	Roca	Residencia privada	26590	False
IRD-00747	Ale_00747	Alemania	Baviera	47.14825	7.3644	1513	Renacentista	Mamposteria	Museo	26837	False
IRD-00748	Ale_00748	Alemania	Baden-Wurtemberg	52.66867	12.95279	1482	Medieval	Piedra	Museo	20754	False
IRD-00749	Ale_00749	Alemania	Brandenburgo	51.6579	8.84881	1125	Medieval	Piedra	Museo	236755	False
IRD-00750	Ale_00750	Alemania	Baden-Wurtemberg	53.50887	12.79205	1458	Medieval	Ladrillo	En ruinas	43691	False
IRD-00751	Ale_00751	Alemania	Sajonia	47.13337	14.29858	1213	Medieval	Piedra y ladrillo	Parcialmente restaurado	64076	False
IRD-00752	Ale_00752	Alemania	Baviera	48.53877	12.81504	1360	Medieval	Piedra y ladrillo	Museo	7943	False
IRD-00753	Ale_00753	Alemania	Renania	47.15978	11.57272	1682	Neogotico	Ladrillo	Restaurado	313249	False
IRD-00754	Ale_00754	Alemania	Renania	49.15352	15.33143	1175	Gotico / Renacentista	Mamposteria	En ruinas	33300	False
IRD-00755	Ale_00755	Alemania	Hesse	53.63952	9.94846	1868	Neogotico	Mamposteria	Parcialmente restaurado	30356	False
IRD-00756	Ale_00756	Alemania	Brandenburgo	54.29382	12.66978	1303	Gotico	Piedra	Restaurado	3247	False
IRD-00757	Ale_00757	Alemania	Brandenburgo	53.40654	10.28574	1245	Medieval / Neogotico	Piedra y ladrillo	Parcialmente restaurado	29176	False
IRD-00758	Ale_00758	Alemania	Baden-Wurtemberg	54.31874	9.18636	1625	Neogotico	Mamposteria	Parcialmente restaurado	73428	False
IRD-00759	Ale_00759	Alemania	Baden-Wurtemberg	54.43948	10.3577	1182	Romanico	Piedra y ladrillo	Restaurado	192515	False
IRD-00760	Ale_00760	Alemania	Baden-Wurtemberg	50.35139	10.91409	1269	Gotico / Renacentista	Piedra y ladrillo	Parcialmente restaurado	53914	False
IRD-00761	Ale_00761	Alemania	Baviera	52.71919	10.08352	1521	Gotico	Mamposteria	Parcialmente restaurado	136323	False
IRD-00762	Ale_00762	Alemania	Renania	47.03895	9.92044	1526	Renacentista	Piedra	Restaurado	22864	False
IRD-00763	Ale_00763	Alemania	Renania	51.26647	15.46194	1173	Romanico	Roca	Restaurado	31187	False
IRD-00764	Ale_00764	Alemania	Renania	49.9289	6.98455	1163	Medieval / Neogotico	Piedra y ladrillo	Restaurado	12026	True
IRD-00765	Ale_00765	Alemania	Brandenburgo	53.86511	9.87541	1794	Barroco	Ladrillo	Museo	36901	False
IRD-00766	Ale_00766	Alemania	Baden-Wurtemberg	54.19219	11.92557	1848	Barroco	Piedra	En ruinas	67755	False
IRD-00767	Ale_00767	Alemania	Brandenburgo	51.16186	6.35258	1622	Renacentista	Piedra	Residencia privada	97741	False
IRD-00768	Ale_00768	Alemania	Brandenburgo	54.74567	7.4046	1866	Barroco	Roca	Restaurado	103534	False
IRD-00769	Ale_00769	Alemania	Baviera	49.18834	9.79675	1319	Medieval	Mamposteria	Restaurado	123355	False
IRD-00770	Ale_00770	Alemania	Hesse	49.7334	15.05651	1619	Barroco	Roca	Restaurado	66956	False
IRD-00771	Ale_00771	Alemania	Baden-Wurtemberg	53.12435	7.99682	1472	Gotico	Piedra	En ruinas	41837	False
IRD-00772	Ale_00772	Alemania	Baviera	54.6987	10.92447	1877	Barroco	Roca	Restaurado	93864	False
IRD-00773	Ale_00773	Alemania	Sajonia	54.83158	10.76776	1203	Medieval / Neogotico	Mixto	Museo	469114	False
IRD-00774	Ale_00774	Alemania	Sajonia	50.34387	14.10621	1238	Gotico / Renacentista	Mixto	Residencia privada	77185	False
IRD-00775	Ale_00775	Alemania	Sajonia	48.03122	12.83997	1277	Medieval / Neogotico	Roca	Residencia privada	80003	False
IRD-00776	Ale_00776	Alemania	Hesse	48.88546	12.77977	1404	Medieval / Neogotico	Ladrillo	Museo	108383	False
IRD-00777	Ale_00777	Alemania	Sajonia	49.31309	10.28721	1028	Romanico	Roca	Restaurado	233438	False
IRD-00778	Ale_00778	Alemania	Baviera	49.8919	9.40791	1875	Barroco	Mixto	Museo	61485	False
IRD-00779	Ale_00779	Alemania	Hesse	53.44373	9.21681	1380	Gotico	Ladrillo	En ruinas	68346	False
IRD-00780	Ale_00780	Alemania	Brandenburgo	53.35164	10.62159	1602	Renacentista	Mamposteria	Residencia privada	77219	False
IRD-00781	Ale_00781	Alemania	Renania	49.4408	7.60416	1821	Barroco	Piedra	Restaurado	97361	False
IRD-00782	Ale_00782	Alemania	Sajonia	49.38794	12.38744	1327	Medieval	Piedra	Restaurado	8523	False
IRD-00783	Ale_00783	Alemania	Renania	53.07616	7.95689	1630	Renacentista	Roca	Restaurado	9516	False
IRD-00784	Ale_00784	Alemania	Hesse	48.63983	13.04896	1386	Gotico / Renacentista	Ladrillo	Museo	54601	False
IRD-00785	Ale_00785	Alemania	Brandenburgo	53.56735	10.0744	1384	Medieval	Ladrillo	Restaurado	12293	False
IRD-00786	Ale_00786	Alemania	Hesse	51.66621	12.98021	1387	Medieval	Mamposteria	En ruinas	67136	False
IRD-00787	Ale_00787	Alemania	Baden-Wurtemberg	50.94835	10.30894	1281	Medieval / Neogotico	Ladrillo	En ruinas	48164	False
IRD-00788	Ale_00788	Alemania	Renania	53.41819	13.47387	1671	Renacentista	Piedra y ladrillo	Restaurado	50702	False
IRD-00789	Ale_00789	Alemania	Hesse	48.6057	14.36147	1463	Medieval	Ladrillo	Parcialmente restaurado	242082	False
IRD-00790	Ale_00790	Alemania	Renania	53.41461	10.43056	1293	Medieval / Neogotico	Piedra y ladrillo	Parcialmente restaurado	157847	False
IRD-00791	Ale_00791	Alemania	Baden-Wurtemberg	48.34494	10.86648	1801	Neogotico	Piedra y ladrillo	Residencia privada	100615	False
IRD-00792	Ale_00792	Alemania	Brandenburgo	51.04283	12.45973	1170	Gotico	Ladrillo	Parcialmente restaurado	22528	False
IRD-00793	Ale_00793	Alemania	Brandenburgo	50.94784	14.77015	1405	Medieval / Neogotico	Roca	Museo	55265	False
IRD-00794	Ale_00794	Alemania	Renania	47.44741	7.35072	1392	Gotico	Piedra	Restaurado	29639	False
IRD-00795	Ale_00795	Alemania	Baden-Wurtemberg	54.08448	6.0951	1549	Renacentista	Mamposteria	Restaurado	142723	False
IRD-00796	Ale_00796	Alemania	Brandenburgo	54.76094	6.20883	1475	Gotico	Piedra y ladrillo	Restaurado	11121	False
IRD-00797	Ale_00797	Alemania	Hesse	47.80753	7.89061	1146	Medieval / Neogotico	Piedra y ladrillo	Parcialmente restaurado	63167	False
IRD-00798	Ale_00798	Alemania	Sajonia	54.58285	8.45629	1205	Romanico	Ladrillo	Museo	158199	False
IRD-00799	Ale_00799	Alemania	Brandenburgo	47.98655	9.80922	1199	Medieval	Roca	Restaurado	69671	False
IRD-00800	Ale_00800	Alemania	Baden-Wurtemberg	48.21128	13.58531	1241	Gotico / Renacentista	Mixto	En ruinas	10494	True
IRD-00801	Ale_00801	Alemania	Hesse	47.97098	15.36637	1111	Romanico	Piedra	En ruinas	67014	False
IRD-00802	Ale_00802	Alemania	Baden-Wurtemberg	54.77663	7.51201	1588	Renacentista	Piedra y ladrillo	En ruinas	141010	False
IRD-00803	Ale_00803	Alemania	Brandenburgo	48.76857	12.9275	1453	Gotico	Piedra y ladrillo	Parcialmente restaurado	93656	False
IRD-00804	Ale_00804	Alemania	Sajonia	51.45471	14.47279	1485	Gotico / Renacentista	Piedra y ladrillo	Restaurado	36270	False
IRD-00805	Ale_00805	Alemania	Renania	47.29777	14.71721	1305	Medieval	Piedra	Museo	415631	False
IRD-00806	Ale_00806	Alemania	Baden-Wurtemberg	53.74031	10.75833	1861	Neogotico	Piedra y ladrillo	Restaurado	4194	False
IRD-00807	Ale_00807	Alemania	Renania	49.80005	14.81954	1224	Romanico	Ladrillo	En ruinas	16999	False
IRD-00808	Ale_00808	Alemania	Brandenburgo	48.55954	13.85524	1254	Medieval	Piedra	Parcialmente restaurado	131533	False
IRD-00809	Ale_00809	Alemania	Hesse	47.81997	11.08692	1097	Romanico	Piedra	Restaurado	101016	False
IRD-00810	Ale_00810	Alemania	Sajonia	52.5867	8.79105	1751	Neogotico	Ladrillo	Restaurado	52679	False
IRD-00811	Ale_00811	Alemania	Renania	52.0495	7.55436	1409	Medieval / Neogotico	Roca	En ruinas	92880	False
IRD-00812	Ale_00812	Alemania	Baviera	54.10914	10.59657	1820	Neogotico	Piedra	Restaurado	6343	False
IRD-00813	Ale_00813	Alemania	Hesse	51.61749	12.15334	1261	Romanico	Piedra y ladrillo	En ruinas	7336	False
IRD-00814	Ale_00814	Alemania	Baden-Wurtemberg	52.34937	8.99646	1111	Medieval	Ladrillo	Restaurado	118565	True
IRD-00815	Ale_00815	Alemania	Renania	50.09095	8.53896	1817	Barroco	Mixto	Parcialmente restaurado	39192	False
IRD-00816	Ale_00816	Alemania	Brandenburgo	52.31854	6.99959	1608	Renacentista	Mixto	Museo	38047	False
IRD-00817	Ale_00817	Alemania	Brandenburgo	50.31305	12.62971	1092	Romanico	Piedra y ladrillo	Restaurado	44909	False
IRD-00818	Ale_00818	Alemania	Baviera	50.66564	14.97766	1524	Gotico / Renacentista	Mamposteria	Museo	265916	False
IRD-00819	Ale_00819	Alemania	Baden-Wurtemberg	50.75843	10.32692	1637	Renacentista	Piedra y ladrillo	Parcialmente restaurado	29270	False
IRD-00820	Ale_00820	Alemania	Hesse	49.70694	14.88747	1369	Medieval / Neogotico	Piedra y ladrillo	En ruinas	60217	False
IRD-00821	Ale_00821	Alemania	Hesse	53.62088	15.19471	1409	Medieval	Roca	Restaurado	169916	False
IRD-00822	Ale_00822	Alemania	Brandenburgo	51.06684	15.4224	1186	Gotico / Renacentista	Ladrillo	En ruinas	233842	False
IRD-00823	Ale_00823	Alemania	Sajonia	53.00129	12.58731	1203	Romanico	Mixto	En ruinas	30816	False
IRD-00824	Ale_00824	Alemania	Baviera	51.39024	13.56471	1019	Romanico	Piedra	Parcialmente restaurado	8899	False
IRD-00825	Ale_00825	Alemania	Brandenburgo	50.30986	8.84286	1539	Renacentista	Mamposteria	Restaurado	46356	False
IRD-00826	Ale_00826	Alemania	Sajonia	53.19943	12.98489	1373	Gotico / Renacentista	Mixto	Residencia privada	48426	False
IRD-00827	Ale_00827	Alemania	Renania	49.69077	11.57411	1467	Gotico	Roca	Residencia privada	27655	False
IRD-00828	Ale_00828	Alemania	Brandenburgo	52.87809	8.39537	1481	Gotico	Roca	Museo	145734	False
IRD-00829	Ale_00829	Alemania	Hesse	50.02939	15.06702	1645	Barroco	Mixto	Restaurado	155794	False
IRD-00830	Ale_00830	Alemania	Baviera	47.50881	11.24104	1241	Romanico	Ladrillo	En ruinas	612113	False
IRD-00831	Ale_00831	Alemania	Brandenburgo	51.80485	6.59356	1730	Barroco	Piedra y ladrillo	Restaurado	16708	False
IRD-00832	Ale_00832	Alemania	Baviera	54.58559	10.62413	1144	Medieval / Neogotico	Mamposteria	En ruinas	26102	False
IRD-00833	Ale_00833	Alemania	Baviera	53.13081	12.25052	1266	Romanico	Mixto	Museo	466419	False
IRD-00834	Ale_00834	Alemania	Baviera	47.93652	11.01769	1639	Barroco	Piedra y ladrillo	Parcialmente restaurado	114038	False
IRD-00835	Ale_00835	Alemania	Renania	54.76351	7.06767	1279	Medieval / Neogotico	Piedra y ladrillo	En ruinas	126628	False
IRD-00836	Ale_00836	Alemania	Brandenburgo	48.90568	9.69241	1892	Barroco	Mamposteria	En ruinas	281909	True
IRD-00837	Ale_00837	Alemania	Baden-Wurtemberg	53.24377	7.91116	1527	Gotico	Piedra y ladrillo	Restaurado	16699	False
IRD-00838	Ale_00838	Alemania	Hesse	53.83612	12.49017	1493	Gotico / Renacentista	Piedra	Museo	154586	False
IRD-00839	Ale_00839	Alemania	Hesse	48.86321	14.03063	1014	Romanico	Piedra	Restaurado	29960	False
IRD-00840	Ale_00840	Alemania	Hesse	54.26201	12.93282	1468	Renacentista	Mixto	En ruinas	30975	False
IRD-00841	Ale_00841	Alemania	Baviera	54.21305	14.79883	1625	Barroco	Piedra	Restaurado	126324	False
IRD-00842	Ale_00842	Alemania	Renania	51.98729	15.22027	1314	Gotico	Roca	Restaurado	82915	False
IRD-00843	Ale_00843	Alemania	Baviera	52.5709	12.38377	1617	Neogotico	Ladrillo	En ruinas	78669	False
IRD-00844	Ale_00844	Alemania	Sajonia	49.06964	6.24601	1515	Gotico / Renacentista	Roca	Restaurado	7520	False
IRD-00845	Ale_00845	Alemania	Baviera	49.5882	7.74622	1491	Gotico / Renacentista	Roca	Restaurado	55072	False
IRD-00846	Ale_00846	Alemania	Baviera	52.9801	11.22276	1419	Gotico	Mamposteria	Parcialmente restaurado	64184	False
IRD-00847	Ale_00847	Alemania	Brandenburgo	54.36031	8.57149	1457	Renacentista	Piedra y ladrillo	Museo	77220	False
IRD-00848	Ale_00848	Alemania	Renania	52.75216	8.72637	1751	Barroco	Piedra y ladrillo	En ruinas	32152	False
IRD-00849	Ale_00849	Alemania	Brandenburgo	50.12261	14.63609	1605	Renacentista	Mamposteria	Residencia privada	162775	False
IRD-00850	Ale_00850	Alemania	Sajonia	48.69822	10.94128	1201	Romanico	Ladrillo	Restaurado	685046	False
IRD-00851	Ale_00851	Alemania	Sajonia	49.46682	14.26064	1248	Romanico	Roca	Restaurado	85375	False
IRD-00852	Ale_00852	Alemania	Baviera	49.97017	10.76614	1315	Medieval	Mixto	En ruinas	449337	False
IRD-00853	Ale_00853	Alemania	Baden-Wurtemberg	53.13737	15.24054	1203	Romanico	Mixto	Parcialmente restaurado	364983	False
IRD-00854	Ale_00854	Alemania	Sajonia	51.39461	14.83302	1463	Gotico	Piedra	Residencia privada	99325	False
IRD-00855	Ale_00855	Alemania	Baviera	50.25661	12.43797	1408	Gotico / Renacentista	Piedra y ladrillo	En ruinas	44341	False
IRD-00856	Ale_00856	Alemania	Sajonia	52.79509	7.80078	1199	Gotico	Ladrillo	Restaurado	99735	False
